Date,AUDCAD=X,AUDCHF=X,AUDEUR=X,AUDGBP=X,AUDJPY=X,AUDNZD=X,AUDUSD=X,CADAUD=X,CADCHF=X,CADEUR=X,CADGBP=X,CADJPY=X,CADNZD=X,CHFAUD=X,CHFCAD=X,CHFEUR=X,CHFGBP=X,CHFJPY=X,CHFNZD=X,EURAUD=X,EURCAD=X,EURCHF=X,EURGBP=X,EURJPY=X,EURNZD=X,EURUSD=X,GBPAUD=X,GBPCAD=X,GBPCHF=X,GBPEUR=X,GBPJPY=X,GBPNZD=X,GBPUSD=X,JPYAUD=X,JPYCAD=X,JPYCHF=X,JPYEUR=X,JPYGBP=X,JPYNZD=X,NZDAUD=X,NZDCAD=X,NZDCHF=X,NZDEUR=X,NZDGBP=X,NZDJPY=X,NZDUSD=X,USDCAD=X,USDCHF=X,USDJPY=X
2023-04-05,0.9081569910049438,0.6119999885559082,0.6166700124740601,0.5406100153923035,88.8280029296875,1.0700600147247314,0.6758081316947937,1.100600004196167,0.6733999848365784,0.6786999702453613,0.5952500104904175,97.78800201416016,1.1781740188598633,1.6336300373077393,1.483680009841919,1.0074750185012817,0.8832499980926514,145.07948303222656,1.748170018196106,1.6214200258255005,1.4723299741744995,0.992330014705658,0.8766099810600281,144.00999450683594,1.7342000007629395,1.0960105657577515,1.849079966545105,1.6796300411224365,1.1319500207901,1.140570044517517,164.2259979248047,1.9790500402450562,1.249843716621399,0.011231999844312668,0.010215999558568,0.006891999859362841,0.006936000194400549,0.0060640000738203526,0.012032999657094479,0.9342600107192993,0.8482999801635742,0.5718299746513367,0.5761899948120117,0.5049999952316284,82.97100067138672,0.6315284371376038,1.3437999486923218,0.9053999781608582,131.48500061035156
2023-04-06,0.9034000039100647,0.6087629795074463,0.6159399747848511,0.5388799905776978,87.91000366210938,1.0628600120544434,0.6716683506965637,1.1059999465942383,0.6735799908638,0.6812999844551086,0.5962899923324585,97.30400085449219,1.1760799884796143,1.6406890153884888,1.4843000173568726,1.0117870569229126,0.8851500153541565,144.410888671875,1.7458300590515137,1.6233500242233276,1.46697998046875,0.9882299900054932,0.8748300075531006,142.7220001220703,1.7256100177764893,1.090334177017212,1.8553500175476074,1.6766799688339233,1.1294000148773193,1.1428500413894653,163.10699462890625,1.972040057182312,1.2463078498840332,0.011347999796271324,0.010270999744534492,0.0069240001030266285,0.0070039997808635235,0.0061079999431967735,0.012075000442564487,0.9405400156974792,0.8500000238418579,0.5725899934768677,0.5792999863624573,0.5069100260734558,82.68800354003906,0.6318516731262207,1.3454300165176392,0.9063599705696106,130.9340057373047
2023-04-07,0.9006800055503845,0.6032000184059143,0.6111800074577332,0.5365700125694275,87.86699676513672,1.0687099695205688,0.6676012873649597,1.1100399494171143,0.6697999835014343,0.6783999800682068,0.5954999923706055,97.55799865722656,1.186310052871704,1.655081033706665,1.4918099641799927,1.012289047241211,0.8887199759483337,145.524169921875,1.7699700593948364,1.6360000371932983,1.4735599756240845,0.9876099824905396,0.8778700232505798,143.7570037841797,1.7484300136566162,1.0920130014419556,1.8633699417114258,1.6782599687576294,1.1247999668121338,1.1389399766921997,163.72799682617188,1.9913400411605835,1.243900179862976,0.011358000338077545,0.010243000462651253,0.006870000157505274,0.006951000075787306,0.00608500000089407,0.012152000330388546,0.9354900121688843,0.8426700234413147,0.5647799968719482,0.5718100070953369,0.5020099878311157,82.20899963378906,0.6245706081390381,1.3494999408721924,0.9043999910354614,131.66900634765625
2023-04-10,0.9012439846992493,0.6035590171813965,0.6114199757575989,0.5367500185966492,88.14399719238281,1.066830039024353,0.6673500537872314,1.109339952468872,0.6694499850273132,0.6780999898910522,0.5954999923706055,97.79199981689453,1.1835500001907349,1.6561779975891113,1.492400050163269,1.0127400159835815,0.8890500068664551,146.0,1.7669700384140015,1.6352499723434448,1.4735300540924072,0.9872000217437744,0.877810001373291,144.1529998779297,1.7446399927139282,1.0913575887680054,1.8626799583435059,1.6784199476242065,1.1240299940109253,1.1389800310134888,164.197998046875,1.9872299432754517,1.2431625127792358,0.011323999613523483,0.010219000279903412,0.006845000199973583,0.0069320001639425755,0.006068999879062176,0.012091999873518944,0.9370800256729126,0.8443999886512756,0.5654900074005127,0.5730100274085999,0.503030002117157,82.5,0.6255004405975342,1.3503999710083008,0.9042699933052063,132.0970001220703
2023-04-11,0.8977370262145996,0.604174017906189,0.6116300225257874,0.5361999869346619,88.73200225830078,1.0673730373382568,0.6648299694061279,1.113800048828125,0.6729599833488464,0.6811000108718872,0.5974000096321106,98.83100128173828,1.189079999923706,1.6548399925231934,1.4856599569320679,1.01220703125,0.8877900242805481,146.83700561523438,1.7666599750518799,1.6348600387573242,1.4675899744033813,0.987820029258728,0.8770300149917603,145.06199645996094,1.7454400062561035,1.086932897567749,1.8636900186538696,1.673069953918457,1.12608003616333,1.139989972114563,165.36700439453125,1.9896999597549438,1.239218831062317,0.011247999966144562,0.010112999938428402,0.006808999925851822,0.006891000084578991,0.0060270000249147415,0.012025999836623669,0.9364100098609924,0.840732991695404,0.5658400058746338,0.5727999806404114,0.5022000074386597,83.10099792480469,0.6227386593818665,1.3503400087356567,0.908810019493103,133.468994140625
2023-04-12,0.8957099914550781,0.600820004940033,0.6094300150871277,0.5352299809455872,88.88999938964844,1.073989987373352,0.6654002070426941,1.1162099838256836,0.670710027217865,0.6803299784660339,0.5975000262260437,99.21900177001953,1.198930025100708,1.664031982421875,1.4906500577926636,1.0142300128936768,0.8907399773597717,147.9239959716797,1.7873599529266357,1.640660047531128,1.4695199728012085,0.9858199954032898,0.8781300187110901,145.84300231933594,1.7621699571609497,1.0917507410049438,1.8681000471115112,1.6731599569320679,1.1224100589752197,1.1385200023651123,166.04400634765625,2.00639009475708,1.2431007623672485,0.011233000084757805,0.010073999874293804,0.006759000010788441,0.00685400003567338,0.006002999842166901,0.012076999992132187,0.9307799935340881,0.83399897813797,0.5592899918556213,0.5673099756240845,0.49823999404907227,82.7490005493164,0.6195096373558044,1.346250057220459,0.902899980545044,133.593994140625
2023-04-13,0.8999459743499756,0.5997819900512695,0.6086699962615967,0.5360299944877625,89.12200164794922,1.076894998550415,0.6699000597000122,1.1102999448776245,0.6658999919891357,0.6761000156402588,0.5955399870872498,99.01799774169922,1.1964499950408936,1.6650700569152832,1.5001100301742554,1.0149500370025635,0.8934599757194519,148.54507446289062,1.7949800491333008,1.6421500444412231,1.477869987487793,0.9850999712944031,0.8802499771118164,146.3509979248047,1.768489956855774,1.0999890565872192,1.8652499914169312,1.678820013999939,1.11899995803833,1.135849952697754,166.2429962158203,2.008810043334961,1.2492660284042358,0.01119800005108118,0.010096999816596508,0.006730999797582626,0.006829000078141689,0.005994000006467104,0.012071999721229076,0.9282799959182739,0.8355299830436707,0.55690997838974,0.5652999877929688,0.4976300001144409,82.74299621582031,0.6218286752700806,1.343999981880188,0.8957729935646057,133.0850067138672
2023-04-14,0.9049299955368042,0.6031389832496643,0.6137800216674805,0.5415899753570557,89.87100219726562,1.076159954071045,0.6783998608589172,1.104830026626587,0.666379988193512,0.6782000064849854,0.5984299778938293,99.30699920654297,1.1891000270843506,1.657770037651062,1.5003299713134766,1.017604947090149,0.8979300260543823,149.00274658203125,1.7842199802398682,1.6291099786758423,1.4742599725723267,0.9825299978256226,0.8822299838066101,146.41900634765625,1.7525999546051025,1.1054610013961792,1.8460899591445923,1.6706299781799316,1.1134400367736816,1.1331900358200073,165.91700744628906,1.9868500232696533,1.2525300979614258,0.011106999590992928,0.01006499957293272,0.006709999870508909,0.0068270000629127026,0.006006999872624874,0.011969000101089478,0.9289100170135498,0.840690016746521,0.5602700114250183,0.5702099800109863,0.5029000043869019,83.49700164794922,0.6303500533103943,1.3339999914169312,0.8889999985694885,132.48699951171875
2023-04-17,0.8964220285415649,0.599399983882904,0.6103799939155579,0.5406799912452698,89.82099914550781,1.0811619758605957,0.6705199480056763,1.1153000593185425,0.6693999767303467,0.6805999875068665,0.6029999852180481,100.19999694824219,1.2062499523162842,1.6655559539794922,1.493499994277954,1.0171899795532227,0.9010400176048279,149.68699645996094,1.801669955253601,1.6380599737167358,1.4678000211715698,0.9829000234603882,0.8857499957084656,147.1300048828125,1.7711000442504883,1.098659634590149,1.8492000102996826,1.6573599576950073,1.1095199584960938,1.128790020942688,166.11099243164062,1.9993400573730469,1.2400178909301758,0.011114999651908875,0.009975000284612179,0.006678999867290258,0.006790999788790941,0.005998999811708927,0.012027000077068806,0.9246600270271301,0.8287500143051147,0.5548099875450134,0.5644500255584717,0.49998998641967773,83.06500244140625,0.6201512217521667,1.3365000486373901,0.8948000073432922,133.9709930419922
2023-04-18,0.8973299860954285,0.6019899845123291,0.6132299900054932,0.541379988193512,90.05999755859375,1.0837119817733765,0.6700401306152344,1.1141899824142456,0.670799970626831,0.6833299994468689,0.6032599806785583,100.36599731445312,1.2074999809265137,1.6607999801635742,1.490440011024475,1.0185600519180298,0.8992099761962891,149.6009979248047,1.7998900413513184,1.6305099725723267,1.4631600379943848,0.981660008430481,0.8827400207519531,146.8730010986328,1.7671500444412231,1.0925379991531372,1.8468400239944458,1.657349944114685,1.1118600368499756,1.1324000358581543,166.3509979248047,2.001460075378418,1.2375471591949463,0.011079000309109688,0.009959000162780285,0.006684000138193369,0.006808000151067972,0.0059910002164542675,0.012020999565720558,0.9225000143051147,0.8279399871826172,0.5553900003433228,0.5657600164413452,0.4994699954986572,83.10099792480469,0.618268609046936,1.3392000198364258,0.8985099792480469,134.4250030517578
2023-04-19,0.9019100069999695,0.603522002696991,0.6136599779129028,0.5420500040054321,90.28500366210938,1.08378005027771,0.6735698580741882,1.108530044555664,0.6690499782562256,0.6800000071525574,0.6009399890899658,100.08799743652344,1.2014299631118774,1.6567000150680542,1.4943499565124512,1.0167659521102905,0.8981099724769592,149.58099365234375,1.7955199480056763,1.6293799877166748,1.469580054283142,0.9833300113677979,0.8831700086593628,147.10800170898438,1.7658900022506714,1.0975382328033447,1.8445099592208862,1.6637200117111206,1.113219976425171,1.1319999694824219,166.52699279785156,1.9990299940109253,1.2425447702407837,0.011052999645471573,0.0099870003759861,0.006684000138193369,0.006792999804019928,0.00598399993032217,0.011993000283837318,0.9224600195884705,0.8320599794387817,0.5567399859428406,0.5661399960517883,0.5000699758529663,83.2959976196289,0.6215118169784546,1.3390899896621704,0.8959000110626221,134.04400634765625
2023-04-20,0.9030699729919434,0.6020240187644958,0.6122000217437744,0.5393000245094299,90.31999969482422,1.0881600379943848,0.6705514192581177,1.1071100234985352,0.6664000153541565,0.6776999831199646,0.597320020198822,100.00299835205078,1.2047799825668335,1.6611900329589844,1.5002800226211548,1.01705002784729,0.8961600065231323,150.03700256347656,1.8076900243759155,1.633239984512329,1.4749200344085693,0.983020007610321,0.8811299800872803,147.51499938964844,1.7771799564361572,1.095218300819397,1.8530100584030151,1.6738799810409546,1.1152700185775757,1.134809970855713,167.40699768066406,2.0165998935699463,1.2428845167160034,0.011052999645471573,0.00999400019645691,0.006663000211119652,0.006775000132620335,0.0059529999271035194,0.012039000168442726,0.918720006942749,0.8297860026359558,0.5526999831199646,0.5624899864196777,0.49549999833106995,82.98600006103516,0.6161999106407166,1.3467999696731567,0.8977000117301941,134.70399475097656
2023-04-21,0.9089900255203247,0.601714015007019,0.6147500276565552,0.5419700145721436,90.33499908447266,1.0911600589752197,0.6743178963661194,1.0999599695205688,0.6618899703025818,0.6762700080871582,0.5962100028991699,99.38999938964844,1.2003400325775146,1.6616300344467163,1.5104700326919556,1.0215439796447754,0.9006500244140625,150.13999938964844,1.813289999961853,1.6266599893569946,1.4785399436950684,0.978659987449646,0.8814399838447571,146.96099853515625,1.7751200199127197,1.0970927476882935,1.8448400497436523,1.6765999794006348,1.1101100444793701,1.1342099905014038,166.6820068359375,2.013170003890991,1.2440905570983887,0.0110489996150136,0.010057000443339348,0.006659000180661678,0.006800000090152025,0.00597799988463521,0.012066000141203403,0.9161400198936462,0.8328199982643127,0.551289975643158,0.5632500052452087,0.49656999111175537,82.77100372314453,0.6179285645484924,1.348080039024353,0.8923199772834778,133.99600219726562
2023-04-24,0.9061369895935059,0.5969499945640564,0.6088600158691406,0.5374699831008911,89.64199829101562,1.0894299745559692,0.6693485379219055,1.1034200191497803,0.6587600111961365,0.6718999743461609,0.5932999849319458,98.93800354003906,1.2022199630737305,1.674739956855774,1.5176299810409546,1.019773006439209,0.9004999995231628,150.16111755371094,1.8246999979019165,1.6421300172805786,1.4876999855041504,0.9803599715232849,0.8829699754714966,147.24200439453125,1.7891700267791748,1.0992271900177002,1.8596400022506714,1.685189962387085,1.1102299690246582,1.1323299407958984,166.72999572753906,2.0261600017547607,1.2449734210968018,0.011133000254631042,0.010106000117957592,0.006657999940216541,0.006787999998778105,0.00597700010985136,0.012140999548137188,0.9175900220870972,0.8315100073814392,0.5478100180625916,0.5586000084877014,0.49338001012802124,82.27799987792969,0.614341139793396,1.3538399934768677,0.891700029373169,133.96099853515625
2023-04-25,0.9067000150680542,0.5946300029754639,0.6061999797821045,0.536270022392273,89.87799835205078,1.0854699611663818,0.6703805327415466,1.1021000146865845,0.6553999781608582,0.6679999828338623,0.5909000039100647,99.05999755859375,1.1963000297546387,1.6813700199127197,1.5254700183868408,1.0193899869918823,0.9017599821090698,151.12741088867188,1.8250900506973267,1.6492700576782227,1.496340036392212,0.9807599782943726,0.8845999836921692,148.24000549316406,1.7903800010681152,1.1059499979019165,1.8644599914550781,1.6913399696350098,1.108739972114563,1.1301000118255615,167.58399963378906,2.0230000019073486,1.25,0.011103999800980091,0.010088999755680561,0.006616000086069107,0.006744000129401684,0.005946999881416559,0.012064999900758266,0.9210299849510193,0.835099995136261,0.5477200150489807,0.5583000183105469,0.49390000104904175,82.79100036621094,0.6175889372825623,1.353369951248169,0.8870900273323059,134.08399963378906
